dataset,file,label,feature,missing_rate,outlier_rate_iqr,skewness,kurtosis_excess,n_nonmissing,recommended_missing,recommended_outlier,recommended_normalization,recommended_pipeline
cheating,Frage 1_008_Anonymous 09-05-23 13h11m.csv,1.0,Gaze Velocity,68.0890028385679,9.727403156384504,3.17272911409139,12.886016891974197,3485,KNN_or_MICE_critical,MAD_or_IsolationForest,RobustScaler,KNN_or_MICE_critical + MAD_or_IsolationForest + RobustScaler
cheating,Frage 1_008_Anonymous 09-05-23 13h11m.csv,1.0,Gaze Acceleration,68.4094863107774,15.246376811594203,0.03593408347003131,13.649833523054308,3450,KNN_or_MICE_critical,IsolationForest,RobustScaler,KNN_or_MICE_critical + IsolationForest + RobustScaler
cheating,Frage 1_008_Anonymous 09-05-23 13h11m.csv,1.0,Saccade Start,79.2509843420932,0.0,0.12838200055572965,-1.1439354011425416,2266,KNN_or_MICE_critical,ZScore,StandardScaler,KNN_or_MICE_critical + ZScore + StandardScaler
cheating,Frage 1_008_Anonymous 09-05-23 13h11m.csv,1.0,Saccade End,79.2509843420932,0.0,0.12786479026242334,-1.1433930548260318,2266,KNN_or_MICE_critical,ZScore,StandardScaler,KNN_or_MICE_critical + ZScore + StandardScaler
cheating,Frage 1_008_Anonymous 09-05-23 13h11m.csv,1.0,Saccade Amplitude,79.75460122699386,1.3116236996834012,1.0538973016244886,0.4396087067274759,2211,KNN_or_MICE_critical,MAD_or_IsolationForest,RobustScaler,KNN_or_MICE_critical + MAD_or_IsolationForest + RobustScaler
cheating,Frage 1_008_Anonymous 09-05-23 13h11m.csv,1.0,Saccade Peak Velocity,79.2509843420932,1.7210944395410415,1.06397890407314,0.7810639786810389,2266,KNN_or_MICE_critical,MAD_or_IsolationForest,RobustScaler,KNN_or_MICE_critical + MAD_or_IsolationForest + RobustScaler
cheating,Frage 1_008_Anonymous 09-05-23 13h11m.csv,1.0,Saccade Peak Acceleration,79.35170771907335,0.3991130820399113,1.2584057313288703,1.3141779249299153,2255,KNN_or_MICE_critical,MAD_or_IsolationForest,RobustScaler,KNN_or_MICE_critical + MAD_or_IsolationForest + RobustScaler
cheating,Frage 1_008_Anonymous 09-05-23 13h11m.csv,1.0,Saccade Peak Deceleration,80.59701492537313,1.46295422369042,-1.1595102765348655,1.299837563551613,2119,KNN_or_MICE_critical,MAD_or_IsolationForest,RobustScaler,KNN_or_MICE_critical + MAD_or_IsolationForest + RobustScaler
cheating,Frage 1_008_Anonymous 09-05-23 13h11m.csv,1.0,Saccade Direction,79.75460122699386,0.0,-0.02542215734665461,-1.1571828067095724,2211,KNN_or_MICE_critical,ZScore,StandardScaler,KNN_or_MICE_critical + ZScore + StandardScaler
cheating,Frage 1_010_Anonymous 09-05-23 12h04m.csv,1.0,ET_GazeLeftx,1.6776075857038657,0.0,0.4441484289716275,-0.30190957149949993,5392,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
cheating,Frage 1_010_Anonymous 09-05-23 12h04m.csv,1.0,ET_GazeLefty,1.6776075857038657,2.4666172106824926,1.6028613996849348,2.503903766500929,5392,LOCF_or_Mean,MAD_or_IsolationForest,RobustScaler,LOCF_or_Mean + MAD_or_IsolationForest + RobustScaler
cheating,Frage 1_010_Anonymous 09-05-23 12h04m.csv,1.0,ET_GazeRightx,1.6776075857038657,0.0,0.6502957912044556,-0.08074515128969928,5392,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
cheating,Frage 1_010_Anonymous 09-05-23 12h04m.csv,1.0,ET_GazeRighty,1.6776075857038657,2.4109792284866467,1.7550746810143751,3.1754788286272935,5392,LOCF_or_Mean,MAD_or_IsolationForest,RobustScaler,LOCF_or_Mean + MAD_or_IsolationForest + RobustScaler
cheating,Frage 1_010_Anonymous 09-05-23 12h04m.csv,1.0,ET_PupilLeft,1.6776075857038657,0.0,-1.085068226641756,-0.7829174796983787,5392,LOCF_or_Mean,MAD_or_IsolationForest,RobustScaler,LOCF_or_Mean + MAD_or_IsolationForest + RobustScaler
cheating,Frage 1_010_Anonymous 09-05-23 12h04m.csv,1.0,ET_PupilRight,1.6776075857038657,0.0,-1.055620689970241,-0.8450149964493314,5392,LOCF_or_Mean,MAD_or_IsolationForest,RobustScaler,LOCF_or_Mean + MAD_or_IsolationForest + RobustScaler
cheating,Frage 1_010_Anonymous 09-05-23 12h04m.csv,1.0,ET_DistanceLeft,1.6776075857038657,0.0,-1.0705420544485686,-0.7907498379329092,5392,LOCF_or_Mean,MAD_or_IsolationForest,RobustScaler,LOCF_or_Mean + MAD_or_IsolationForest + RobustScaler
cheating,Frage 1_010_Anonymous 09-05-23 12h04m.csv,1.0,ET_DistanceRight,1.6776075857038657,0.0,-1.0455391270069951,-0.8496361733908491,5392,LOCF_or_Mean,MAD_or_IsolationForest,RobustScaler,LOCF_or_Mean + MAD_or_IsolationForest + RobustScaler
cheating,Frage 1_010_Anonymous 09-05-23 12h04m.csv,1.0,Gaze X,26.914660831509845,2.19560878243513,1.006965838011599,0.4883964031380561,4008,KNN_or_MICE_critical,MAD_or_IsolationForest,RobustScaler,KNN_or_MICE_critical + MAD_or_IsolationForest + RobustScaler
cheating,Frage 1_010_Anonymous 09-05-23 12h04m.csv,1.0,Gaze Y,59.609773887673235,6.90744920993228,1.3894259132915499,2.2548775209624163,2215,KNN_or_MICE_critical,MAD_or_IsolationForest,RobustScaler,KNN_or_MICE_critical + MAD_or_IsolationForest + RobustScaler
cheating,Frage 1_010_Anonymous 09-05-23 12h04m.csv,1.0,Interpolated Gaze X,26.367614879649892,2.1792966815255075,1.0029048527511302,0.4869151565380516,4038,KNN_or_MICE_critical,MAD_or_IsolationForest,RobustScaler,KNN_or_MICE_critical + MAD_or_IsolationForest + RobustScaler
cheating,Frage 1_010_Anonymous 09-05-23 12h04m.csv,1.0,Interpolated Gaze Y,59.500364697301244,6.888788833858622,1.38344043053912,2.2379451172787594,2221,KNN_or_MICE_critical,MAD_or_IsolationForest,RobustScaler,KNN_or_MICE_critical + MAD_or_IsolationForest + RobustScaler
cheating,Frage 1_010_Anonymous 09-05-23 12h04m.csv,1.0,Interpolated Distance,25.747629467541937,0.0,0.650500769064935,-1.1395299034557034,4072,KNN_or_MICE_critical,IQR_or_IsolationForest,MinMaxScaler,KNN_or_MICE_critical + IQR_or_IsolationForest + MinMaxScaler
cheating,Frage 1_010_Anonymous 09-05-23 12h04m.csv,1.0,Gaze Velocity,61.01385849744712,15.247895229186156,5.188918134659454,36.305421649055084,2138,KNN_or_MICE_critical,IsolationForest,RobustScaler,KNN_or_MICE_critical + IsolationForest + RobustScaler
cheating,Frage 1_010_Anonymous 09-05-23 12h04m.csv,1.0,Gaze Acceleration,61.45149525893508,19.77294228949858,0.3406501593395144,38.05070994760614,2114,KNN_or_MICE_critical,IsolationForest,RobustScaler,KNN_or_MICE_critical + IsolationForest + RobustScaler
cheating,Frage 1_010_Anonymous 09-05-23 12h04m.csv,1.0,Fixation X,70.53245805981035,0.3712871287128713,1.034537282478713,0.5369596195833335,1616,KNN_or_MICE_critical,MAD_or_IsolationForest,RobustScaler,KNN_or_MICE_critical + MAD_or_IsolationForest + RobustScaler
cheating,Frage 1_010_Anonymous 09-05-23 12h04m.csv,1.0,Fixation Y,70.53245805981035,7.116336633663366,1.496886267722834,2.733790357920266,1616,KNN_or_MICE_critical,MAD_or_IsolationForest,RobustScaler,KNN_or_MICE_critical + MAD_or_IsolationForest + RobustScaler
cheating,Frage 1_010_Anonymous 09-05-23 12h04m.csv,1.0,Fixation Start,70.53245805981035,0.0,0.5389566945608162,-1.152152058155736,1616,KNN_or_MICE_critical,IQR_or_IsolationForest,MinMaxScaler,KNN_or_MICE_critical + IQR_or_IsolationForest + MinMaxScaler
cheating,Frage 1_010_Anonymous 09-05-23 12h04m.csv,1.0,Fixation End,70.53245805981035,0.0,0.5381812823436266,-1.1538842009118122,1616,KNN_or_MICE_critical,IQR_or_IsolationForest,MinMaxScaler,KNN_or_MICE_critical + IQR_or_IsolationForest + MinMaxScaler
cheating,Frage 1_010_Anonymous 09-05-23 12h04m.csv,1.0,Fixation Dispersion,70.53245805981035,7.054455445544554,1.445139322086574,1.799610558182704,1616,KNN_or_MICE_critical,MAD_or_IsolationForest,RobustScaler,KNN_or_MICE_critical + MAD_or_IsolationForest + RobustScaler
cheating,Frage 1_011_Anonymous 09-05-23 12h41m.csv,1.0,ET_GazeLeftx,1.697390034677861,3.8432974378017084,1.1961479924535399,1.5188649864357155,5386,LOCF_or_Mean,MAD_or_IsolationForest,RobustScaler,LOCF_or_Mean + MAD_or_IsolationForest + RobustScaler
cheating,Frage 1_011_Anonymous 09-05-23 12h41m.csv,1.0,ET_GazeLefty,1.697390034677861,0.0,0.34043502594031194,-1.359120891273246,5386,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
cheating,Frage 1_011_Anonymous 09-05-23 12h41m.csv,1.0,ET_GazeRightx,1.697390034677861,3.4533976977348684,1.3019191261025944,1.9685476644054218,5386,LOCF_or_Mean,MAD_or_IsolationForest,RobustScaler,LOCF_or_Mean + MAD_or_IsolationForest + RobustScaler
cheating,Frage 1_011_Anonymous 09-05-23 12h41m.csv,1.0,ET_GazeRighty,1.697390034677861,0.03713330857779428,0.507072380805858,-0.8866354175561164,5386,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
cheating,Frage 1_011_Anonymous 09-05-23 12h41m.csv,1.0,ET_PupilLeft,1.697390034677861,0.0,-0.4533367515244321,-1.7770860484774995,5386,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
cheating,Frage 1_011_Anonymous 09-05-23 12h41m.csv,1.0,ET_PupilRight,1.697390034677861,0.0,-0.5253537702108965,-1.6983308941212607,5386,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
cheating,Frage 1_011_Anonymous 09-05-23 12h41m.csv,1.0,ET_DistanceLeft,1.697390034677861,0.0,-0.44676205031862354,-1.7709253154736113,5386,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
cheating,Frage 1_011_Anonymous 09-05-23 12h41m.csv,1.0,ET_DistanceRight,1.697390034677861,0.0,-0.5269768771131623,-1.6938704904707271,5386,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
cheating,Frage 1_011_Anonymous 09-05-23 12h41m.csv,1.0,Gaze X,35.24365760175214,9.977452085682074,1.6705322846602222,2.6307360659325614,3548,KNN_or_MICE_critical,MAD_or_IsolationForest,RobustScaler,KNN_or_MICE_critical + MAD_or_IsolationForest + RobustScaler
cheating,Frage 1_011_Anonymous 09-05-23 12h41m.csv,1.0,Gaze Y,48.69501733893046,23.265741728922094,0.16240250928804173,4.314981273900225,2811,KNN_or_MICE_critical,IsolationForest,RobustScaler,KNN_or_MICE_critical + IsolationForest + RobustScaler
cheating,Frage 1_011_Anonymous 09-05-23 12h41m.csv,1.0,Interpolated Gaze X,34.385836831538604,9.207232267037552,1.6606749708226447,2.599140380034837,3595,KNN_or_MICE_critical,MAD_or_IsolationForest,RobustScaler,KNN_or_MICE_critical + MAD_or_IsolationForest + RobustScaler
cheating,Frage 1_011_Anonymous 09-05-23 12h41m.csv,1.0,Interpolated Gaze Y,48.183975177952185,23.56463543501233,0.1685646264741878,4.156994406626048,2839,KNN_or_MICE_critical,IsolationForest,RobustScaler,KNN_or_MICE_critical + IsolationForest + RobustScaler
cheating,Frage 1_011_Anonymous 09-05-23 12h41m.csv,1.0,Interpolated Distance,33.747034130315754,2.5344352617079893,1.6744205851546958,6.308072921898363,3630,KNN_or_MICE_critical,MAD_or_IsolationForest,RobustScaler,KNN_or_MICE_critical + MAD_or_IsolationForest + RobustScaler
cheating,Frage 1_011_Anonymous 09-05-23 12h41m.csv,1.0,Gaze Velocity,49.49808359189633,15.070473436935309,6.610242357891969,53.185458990788504,2767,KNN_or_MICE_critical,IsolationForest,RobustScaler,KNN_or_MICE_critical + IsolationForest + RobustScaler
cheating,Frage 1_011_Anonymous 09-05-23 12h41m.csv,1.0,Gaze Acceleration,50.15513779886841,15.45221530574881,1.486300090527618,70.47706978593048,2731,KNN_or_MICE_critical,IsolationForest,RobustScaler,KNN_or_MICE_critical + IsolationForest + RobustScaler
cheating,Frage 1_011_Anonymous 09-05-23 12h41m.csv,1.0,Fixation X,56.47015878810002,11.530398322851152,2.0015339432382975,3.235191726381338,2385,KNN_or_MICE_critical,MAD_or_IsolationForest,RobustScaler,KNN_or_MICE_critical + MAD_or_IsolationForest + RobustScaler
cheating,Frage 1_011_Anonymous 09-05-23 12h41m.csv,1.0,Fixation Y,56.47015878810002,18.448637316561843,-0.50890097008364,4.976078383067186,2385,KNN_or_MICE_critical,IsolationForest,RobustScaler,KNN_or_MICE_critical + IsolationForest + RobustScaler
cheating,Frage 1_011_Anonymous 09-05-23 12h41m.csv,1.0,Fixation Start,56.47015878810002,0.0,-0.16537504946513282,-1.2455358131957992,2385,KNN_or_MICE_critical,ZScore,StandardScaler,KNN_or_MICE_critical + ZScore + StandardScaler
cheating,Frage 1_011_Anonymous 09-05-23 12h41m.csv,1.0,Fixation End,56.47015878810002,0.0,-0.17549024640577246,-1.2416375941881819,2385,KNN_or_MICE_critical,ZScore,StandardScaler,KNN_or_MICE_critical + ZScore + StandardScaler
cheating,Frage 1_011_Anonymous 09-05-23 12h41m.csv,1.0,Fixation Dispersion,56.47015878810002,0.0,0.608008000647485,0.4965653741900855,2385,KNN_or_MICE_critical,IQR_or_IsolationForest,MinMaxScaler,KNN_or_MICE_critical + IQR_or_IsolationForest + MinMaxScaler
cheating,Frage 1_012_Anonymous 09-05-23 13h09m.csv,1.0,ET_GazeLeftx,1.6751638747268753,1.2037037037037037,0.08821610613876074,0.2564156492223306,5400,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
cheating,Frage 1_012_Anonymous 09-05-23 13h09m.csv,1.0,ET_GazeLefty,1.6751638747268753,1.8148148148148149,0.4313172939033964,0.6883125793673979,5400,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
cheating,Frage 1_012_Anonymous 09-05-23 13h09m.csv,1.0,ET_GazeRightx,1.6751638747268753,0.5555555555555556,-0.22332924611704666,0.1928113467166237,5400,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
cheating,Frage 1_012_Anonymous 09-05-23 13h09m.csv,1.0,ET_GazeRighty,1.6751638747268753,2.4444444444444446,0.6155532952593662,0.7256895085860284,5400,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
cheating,Frage 1_012_Anonymous 09-05-23 13h09m.csv,1.0,ET_PupilLeft,1.6751638747268753,9.25925925925926,-2.940993612376094,7.513257318925849,5400,LOCF_or_Mean,MAD_or_IsolationForest,RobustScaler,LOCF_or_Mean + MAD_or_IsolationForest + RobustScaler
cheating,Frage 1_012_Anonymous 09-05-23 13h09m.csv,1.0,ET_PupilRight,1.6751638747268753,7.481481481481482,-3.316815477030758,10.257358553633258,5400,LOCF_or_Mean,MAD_or_IsolationForest,RobustScaler,LOCF_or_Mean + MAD_or_IsolationForest + RobustScaler
cheating,Frage 1_012_Anonymous 09-05-23 13h09m.csv,1.0,ET_DistanceLeft,1.6751638747268753,7.148148148148148,-2.3622744579711425,5.511943692888217,5400,LOCF_or_Mean,MAD_or_IsolationForest,RobustScaler,LOCF_or_Mean + MAD_or_IsolationForest + RobustScaler
cheating,Frage 1_012_Anonymous 09-05-23 13h09m.csv,1.0,ET_DistanceRight,1.6751638747268753,5.611111111111111,-2.513869367137624,7.085173361971439,5400,LOCF_or_Mean,MAD_or_IsolationForest,RobustScaler,LOCF_or_Mean + MAD_or_IsolationForest + RobustScaler
cheating,Frage 1_012_Anonymous 09-05-23 13h09m.csv,1.0,Gaze X,5.9176984705025495,1.4515192568221404,0.39560731141308597,0.16037672432657057,5167,KNN,ZScore,StandardScaler,KNN + ZScore + StandardScaler
cheating,Frage 1_012_Anonymous 09-05-23 13h09m.csv,1.0,Gaze Y,19.009468317552805,2.922661870503597,1.4566549603889782,2.8945892504154593,4448,KNN_or_MICE,MAD_or_IsolationForest,RobustScaler,KNN_or_MICE + MAD_or_IsolationForest + RobustScaler
cheating,Frage 1_012_Anonymous 09-05-23 13h09m.csv,1.0,Interpolated Gaze X,5.2986161689730515,1.4420303787733129,0.3867530445346235,0.15554848813744737,5201,KNN,ZScore,StandardScaler,KNN + ZScore + StandardScaler
cheating,Frage 1_012_Anonymous 09-05-23 13h09m.csv,1.0,Interpolated Gaze Y,18.554260742898762,3.062821372680528,1.4681181339796059,2.89202983749802,4473,KNN_or_MICE,MAD_or_IsolationForest,RobustScaler,KNN_or_MICE + MAD_or_IsolationForest + RobustScaler
cheating,Frage 1_012_Anonymous 09-05-23 13h09m.csv,1.0,Interpolated Distance,4.970866715222141,0.0,0.5358355388676929,-1.2714394107678002,5219,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
cheating,Frage 1_012_Anonymous 09-05-23 13h09m.csv,1.0,Gaze Velocity,19.70138383102695,13.764172335600907,5.304142120704008,37.22521169528338,4410,KNN_or_MICE,MAD_or_IsolationForest,RobustScaler,KNN_or_MICE + MAD_or_IsolationForest + RobustScaler
cheating,Frage 1_012_Anonymous 09-05-23 13h09m.csv,1.0,Gaze Acceleration,20.120174799708668,15.409163437428766,-0.03278882756041699,39.318174812611794,4387,KNN_or_MICE_critical,IsolationForest,RobustScaler,KNN_or_MICE_critical + IsolationForest + RobustScaler
cheating,Frage 1_012_Anonymous 09-05-23 13h09m.csv,1.0,Fixation X,31.700655498907505,1.2796587576646228,0.2583579087006424,0.1260904440033448,3751,KNN_or_MICE_critical,ZScore,StandardScaler,KNN_or_MICE_critical + ZScore + StandardScaler
cheating,Frage 1_012_Anonymous 09-05-23 13h09m.csv,1.0,Fixation Y,31.700655498907505,2.372700613169821,1.4916725438935523,3.0881810552111766,3751,KNN_or_MICE_critical,MAD_or_IsolationForest,RobustScaler,KNN_or_MICE_critical + MAD_or_IsolationForest + RobustScaler
cheating,Frage 1_012_Anonymous 09-05-23 13h09m.csv,1.0,Fixation Start,31.700655498907505,0.0,0.04067708821463232,-1.510124605452255,3751,KNN_or_MICE_critical,ZScore,StandardScaler,KNN_or_MICE_critical + ZScore + StandardScaler
cheating,Frage 1_012_Anonymous 09-05-23 13h09m.csv,1.0,Fixation End,31.700655498907505,0.0,0.027074246213998815,-1.4676647507235079,3751,KNN_or_MICE_critical,ZScore,StandardScaler,KNN_or_MICE_critical + ZScore + StandardScaler
cheating,Frage 1_012_Anonymous 09-05-23 13h09m.csv,1.0,Fixation Dispersion,31.700655498907505,1.0930418555051986,1.6302043234668937,4.519895559976583,3751,KNN_or_MICE_critical,MAD_or_IsolationForest,RobustScaler,KNN_or_MICE_critical + MAD_or_IsolationForest + RobustScaler
cheating,Frage 1_013_Anonymous 09-05-23 13h35m.csv,1.0,ET_GazeLeftx,1.6748589113417076,0.0,0.44609271633558134,-0.25697202997531,5401,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
cheating,Frage 1_013_Anonymous 09-05-23 13h35m.csv,1.0,ET_GazeLefty,1.6748589113417076,2.4810220329568597,1.621413595917383,2.4912036657775993,5401,LOCF_or_Mean,MAD_or_IsolationForest,RobustScaler,LOCF_or_Mean + MAD_or_IsolationForest + RobustScaler
cheating,Frage 1_013_Anonymous 09-05-23 13h35m.csv,1.0,ET_GazeRightx,1.6748589113417076,0.7961488613219775,0.8113259951423983,0.022971228140461264,5401,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
cheating,Frage 1_013_Anonymous 09-05-23 13h35m.csv,1.0,ET_GazeRighty,1.6748589113417076,6.4432512497685615,1.8871915407349364,3.72824714771239,5401,LOCF_or_Mean,MAD_or_IsolationForest,RobustScaler,LOCF_or_Mean + MAD_or_IsolationForest + RobustScaler
cheating,Frage 1_013_Anonymous 09-05-23 13h35m.csv,1.0,ET_PupilLeft,1.6748589113417076,0.0,-1.0786851129556088,-0.7956337182883946,5401,LOCF_or_Mean,MAD_or_IsolationForest,RobustScaler,LOCF_or_Mean + MAD_or_IsolationForest + RobustScaler
cheating,Frage 1_013_Anonymous 09-05-23 13h35m.csv,1.0,ET_PupilRight,1.6748589113417076,0.0,-0.43996336510909295,-1.7845915760332578,5401,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
cheating,Frage 1_013_Anonymous 09-05-23 13h35m.csv,1.0,ET_DistanceLeft,1.6748589113417076,0.0,-1.0875161914724827,-0.7865256930429938,5401,LOCF_or_Mean,MAD_or_IsolationForest,RobustScaler,LOCF_or_Mean + MAD_or_IsolationForest + RobustScaler
cheating,Frage 1_013_Anonymous 09-05-23 13h35m.csv,1.0,ET_DistanceRight,1.6748589113417076,0.0,-0.4442781222205122,-1.784932383480703,5401,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
cheating,Frage 1_013_Anonymous 09-05-23 13h35m.csv,1.0,Gaze X,23.42981977061715,1.9495958155016642,0.9588113321059103,0.6923204819078057,4206,KNN_or_MICE_critical,IQR_or_IsolationForest,MinMaxScaler,KNN_or_MICE_critical + IQR_or_IsolationForest + MinMaxScaler
cheating,Frage 1_013_Anonymous 09-05-23 13h35m.csv,1.0,Gaze Y,60.659020571636624,30.54141601110597,1.3940224390448561,2.0076227782575966,2161,KNN_or_MICE_critical,IsolationForest,RobustScaler,KNN_or_MICE_critical + IsolationForest + RobustScaler
cheating,Frage 1_013_Anonymous 09-05-23 13h35m.csv,1.0,Interpolated Gaze X,22.046240669943565,1.9149929939280708,0.9497562755485461,0.6773678673873378,4282,KNN_or_MICE_critical,IQR_or_IsolationForest,MinMaxScaler,KNN_or_MICE_critical + IQR_or_IsolationForest + MinMaxScaler
cheating,Frage 1_013_Anonymous 09-05-23 13h35m.csv,1.0,Interpolated Gaze Y,60.13107591480066,30.776255707762555,1.3692163724134316,1.8503143265351079,2190,KNN_or_MICE_critical,IsolationForest,RobustScaler,KNN_or_MICE_critical + IsolationForest + RobustScaler
cheating,Frage 1_013_Anonymous 09-05-23 13h35m.csv,1.0,Interpolated Distance,20.553431640269434,4.445462878093492,1.0685749434267386,2.6378709338215427,4364,KNN_or_MICE_critical,MAD_or_IsolationForest,RobustScaler,KNN_or_MICE_critical + MAD_or_IsolationForest + RobustScaler
cheating,Frage 1_013_Anonymous 09-05-23 13h35m.csv,1.0,Gaze Velocity,62.989259056981616,11.559272011805213,5.752275475681049,44.03579271402851,2033,KNN_or_MICE_critical,MAD_or_IsolationForest,RobustScaler,KNN_or_MICE_critical + MAD_or_IsolationForest + RobustScaler
cheating,Frage 1_013_Anonymous 09-05-23 13h35m.csv,1.0,Gaze Acceleration,63.69925359548516,15.646940822467403,1.32942728473884,41.88934711391431,1994,KNN_or_MICE_critical,IsolationForest,RobustScaler,KNN_or_MICE_critical + IsolationForest + RobustScaler
cheating,Frage 1_013_Anonymous 09-05-23 13h35m.csv,1.0,Fixation X,71.27252867285637,5.9569074778200255,1.8103689937600205,2.9707085087054965,1578,KNN_or_MICE_critical,MAD_or_IsolationForest,RobustScaler,KNN_or_MICE_critical + MAD_or_IsolationForest + RobustScaler
cheating,Frage 1_013_Anonymous 09-05-23 13h35m.csv,1.0,Fixation Y,71.27252867285637,31.749049429657795,1.5784442639657656,2.790663803949114,1578,KNN_or_MICE_critical,IsolationForest,RobustScaler,KNN_or_MICE_critical + IsolationForest + RobustScaler
cheating,Frage 1_013_Anonymous 09-05-23 13h35m.csv,1.0,Fixation Start,71.27252867285637,0.0,0.23763842990880027,-0.5737493803843465,1578,KNN_or_MICE_critical,ZScore,StandardScaler,KNN_or_MICE_critical + ZScore + StandardScaler
cheating,Frage 1_013_Anonymous 09-05-23 13h35m.csv,1.0,Fixation End,71.27252867285637,0.0,0.23278798441461065,-0.5941984320831586,1578,KNN_or_MICE_critical,ZScore,StandardScaler,KNN_or_MICE_critical + ZScore + StandardScaler
cheating,Frage 1_013_Anonymous 09-05-23 13h35m.csv,1.0,Fixation Dispersion,71.27252867285637,0.0,0.8328457738657019,0.01657849901443731,1578,KNN_or_MICE_critical,IQR_or_IsolationForest,MinMaxScaler,KNN_or_MICE_critical + IQR_or_IsolationForest + MinMaxScaler
cheating,Frage 2_001_Anonymous 09-05-23 12h04m.csv,1.0,ET_GazeLeftx,1.673525377229081,0.0,0.714253468157587,-0.70639430804968,7168,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
cheating,Frage 2_001_Anonymous 09-05-23 12h04m.csv,1.0,ET_GazeLefty,1.673525377229081,10.602678571428571,1.9457291395944423,3.451586630189233,7168,LOCF_or_Mean,MAD_or_IsolationForest,RobustScaler,LOCF_or_Mean + MAD_or_IsolationForest + RobustScaler
cheating,Frage 2_001_Anonymous 09-05-23 12h04m.csv,1.0,ET_GazeRightx,1.673525377229081,0.027901785714285712,0.9012835721888931,-0.46728721758486635,7168,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
cheating,Frage 2_001_Anonymous 09-05-23 12h04m.csv,1.0,ET_GazeRighty,1.673525377229081,10.672433035714286,2.1063872523237785,4.246720546967847,7168,LOCF_or_Mean,MAD_or_IsolationForest,RobustScaler,LOCF_or_Mean + MAD_or_IsolationForest + RobustScaler
cheating,Frage 2_001_Anonymous 09-05-23 12h04m.csv,1.0,ET_PupilLeft,1.673525377229081,0.0,-0.12852748028650005,-1.9352860024702407,7168,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
cheating,Frage 2_001_Anonymous 09-05-23 12h04m.csv,1.0,ET_PupilRight,1.673525377229081,0.0,-0.03156228014388587,-1.9506698608560884,7168,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
cheating,Frage 2_001_Anonymous 09-05-23 12h04m.csv,1.0,ET_DistanceLeft,1.673525377229081,0.0,-0.13086326850385646,-1.9347040725850964,7168,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
cheating,Frage 2_001_Anonymous 09-05-23 12h04m.csv,1.0,ET_DistanceRight,1.673525377229081,0.0,-0.032113172611031,-1.9489540730445014,7168,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
cheating,Frage 2_001_Anonymous 09-05-23 12h04m.csv,1.0,Gaze X,45.80246913580247,0.15186028853454822,0.27892371666286886,-0.5554344073722426,3951,KNN_or_MICE_critical,ZScore,StandardScaler,KNN_or_MICE_critical + ZScore + StandardScaler
cheating,Frage 2_001_Anonymous 09-05-23 12h04m.csv,1.0,Gaze Y,67.06447187928669,7.163681799250313,1.0716805745295341,0.7801228633007673,2401,KNN_or_MICE_critical,MAD_or_IsolationForest,RobustScaler,KNN_or_MICE_critical + MAD_or_IsolationForest + RobustScaler
