dataset,file,label,feature,missing_rate,outlier_rate_iqr,skewness,kurtosis_excess,n_nonmissing,recommended_missing,recommended_outlier,recommended_normalization,recommended_pipeline
autism,1.csv,,Pupil Diameter Right [mm],0.060641062662431425,0.02600479644023231,0.2601482614468812,-0.4300320927740531,34609,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
autism,1.csv,,Pupil Diameter Left [mm],0.060641062662431425,0.04334132740038719,0.10163817390700994,-0.45920497410647476,34609,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
autism,1.csv,,Point of Regard Right X [px],0.060641062662431425,0.0,0.20977434874968467,-0.868427999869565,34609,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
autism,1.csv,,Point of Regard Right Y [px],0.060641062662431425,0.5316536161114161,0.48889804477446236,0.4423375694875462,34609,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
autism,1.csv,,Point of Regard Left X [px],0.060641062662431425,0.0,0.20977434874968467,-0.868427999869565,34609,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
autism,1.csv,,Point of Regard Left Y [px],0.060641062662431425,0.5316536161114161,0.48889804477446236,0.4423375694875462,34609,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
autism,1.csv,,Gaze Vector Right X,0.060641062662431425,0.0,,0.0,34609,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
autism,1.csv,,Gaze Vector Right Y,0.060641062662431425,0.0,,0.0,34609,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
autism,1.csv,,Gaze Vector Right Z,0.060641062662431425,0.0,,0.0,34609,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
autism,1.csv,,Gaze Vector Left X,0.060641062662431425,0.0,,0.0,34609,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
autism,1.csv,,Gaze Vector Left Y,0.060641062662431425,0.0,,0.0,34609,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
autism,1.csv,,Gaze Vector Left Z,0.060641062662431425,0.0,,0.0,34609,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
autism,10.csv,,Pupil Diameter Right [mm],0.05788265256902506,0.03861078399196896,0.0551280079443195,-0.32816098131345894,51799,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
autism,10.csv,,Pupil Diameter Left [mm],0.05788265256902506,0.055985636788354984,0.10476173171722875,-0.20316332499434564,51799,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
autism,10.csv,,Point of Regard Right X [px],0.05788265256902506,0.0,0.012999764403937988,-0.8211244601666197,51799,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
autism,10.csv,,Point of Regard Right Y [px],0.05788265256902506,0.9478947470028378,0.45167531081612355,0.9139276686424544,51799,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
autism,10.csv,,Point of Regard Left X [px],0.05788265256902506,0.0,0.012999764403937988,-0.8211244601666197,51799,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
autism,10.csv,,Point of Regard Left Y [px],0.05788265256902506,0.9478947470028378,0.45167531081612355,0.9139276686424544,51799,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
autism,10.csv,,Gaze Vector Right X,0.05788265256902506,0.0,,0.0,51799,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
autism,10.csv,,Gaze Vector Right Y,0.05788265256902506,0.0,,0.0,51799,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
autism,10.csv,,Gaze Vector Right Z,0.05788265256902506,0.0,,0.0,51799,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
autism,10.csv,,Gaze Vector Left X,0.05788265256902506,0.0,,0.0,51799,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
autism,10.csv,,Gaze Vector Left Y,0.05788265256902506,0.0,,0.0,51799,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
autism,10.csv,,Gaze Vector Left Z,0.05788265256902506,0.0,,0.0,51799,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
autism,11.csv,,Pupil Size Right X [px],0.03500021875136719,0.0,-0.7551671379533572,-0.27688456632386105,114245,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
autism,11.csv,,Pupil Size Right Y [px],0.03500021875136719,0.0,-0.7551671379533572,-0.27688456632386105,114245,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
autism,11.csv,,Pupil Diameter Right [mm],0.03500021875136719,15.481640334369118,-0.992182164626303,0.003410169907034355,114245,LOCF_or_Mean,IsolationForest,RobustScaler,LOCF_or_Mean + IsolationForest + RobustScaler
autism,11.csv,,Pupil Size Left X [px],0.03500021875136719,0.0,-0.8421993161220028,-0.09083845138837043,114245,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
autism,11.csv,,Pupil Size Left Y [px],0.03500021875136719,0.0,-0.8421993161220028,-0.09083845138837043,114245,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
autism,11.csv,,Pupil Diameter Left [mm],0.03500021875136719,14.64834347236203,-1.0240022551836105,0.21280538675136107,114245,LOCF_or_Mean,MAD_or_IsolationForest,RobustScaler,LOCF_or_Mean + MAD_or_IsolationForest + RobustScaler
autism,11.csv,,Point of Regard Right X [px],0.03500021875136719,32.891592629874395,-0.3668668774795067,-0.1684449780078432,114245,LOCF_or_Mean,IsolationForest,RobustScaler,LOCF_or_Mean + IsolationForest + RobustScaler
autism,11.csv,,Point of Regard Right Y [px],0.03500021875136719,20.851678410433717,0.14290179550072277,2.449981454538128,114245,LOCF_or_Mean,IsolationForest,RobustScaler,LOCF_or_Mean + IsolationForest + RobustScaler
autism,11.csv,,Point of Regard Left X [px],0.03500021875136719,31.965512713904324,-0.34271510076268896,-0.05705942529779806,114245,LOCF_or_Mean,IsolationForest,RobustScaler,LOCF_or_Mean + IsolationForest + RobustScaler
autism,11.csv,,Point of Regard Left Y [px],0.03500021875136719,19.87045384918377,0.20071687052134407,2.65057194532734,114245,LOCF_or_Mean,IsolationForest,RobustScaler,LOCF_or_Mean + IsolationForest + RobustScaler
autism,11.csv,,Gaze Vector Right X,0.03500021875136719,6.900958466453674,0.24034596959180132,2.199536950601206,114245,LOCF_or_Mean,IQR_or_IsolationForest,StandardScaler,LOCF_or_Mean + IQR_or_IsolationForest + StandardScaler
autism,11.csv,,Gaze Vector Right Y,0.03500021875136719,0.10328679592104686,-0.7787295288219296,-0.3796336098662034,114245,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
autism,11.csv,,Gaze Vector Right Z,0.03500021875136719,15.521029366711891,1.8661066759943672,1.5568968967003531,114245,LOCF_or_Mean,IsolationForest,RobustScaler,LOCF_or_Mean + IsolationForest + RobustScaler
autism,11.csv,,Gaze Vector Left X,0.03500021875136719,6.444921003107357,0.3153504081486506,2.0331004229071556,114245,LOCF_or_Mean,IQR_or_IsolationForest,StandardScaler,LOCF_or_Mean + IQR_or_IsolationForest + StandardScaler
autism,11.csv,,Gaze Vector Left Y,0.03500021875136719,0.5313142807125039,-0.8296216644887382,-0.24273157041035898,114245,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
autism,11.csv,,Gaze Vector Left Z,0.03500021875136719,14.756006827432271,1.960640806337793,1.9143426587578078,114245,LOCF_or_Mean,MAD_or_IsolationForest,RobustScaler,LOCF_or_Mean + MAD_or_IsolationForest + RobustScaler
autism,11.csv,,Eye Position Right X [mm],0.03500021875136719,2.9244168234933694,0.05752779373851115,0.050518550267742324,114245,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
autism,11.csv,,Eye Position Right Y [mm],0.03500021875136719,0.02100748391614513,-0.0030183999566674308,-0.34714279772101886,114245,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
autism,11.csv,,Eye Position Right Z [mm],0.03500021875136719,15.481640334369118,-1.640126643713133,1.136363590539081,114245,LOCF_or_Mean,IsolationForest,RobustScaler,LOCF_or_Mean + IsolationForest + RobustScaler
autism,11.csv,,Eye Position Left X [mm],0.03500021875136719,0.0,-0.33029346628407363,-0.41996178880928836,114245,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
autism,11.csv,,Eye Position Left Y [mm],0.03500021875136719,0.25208980699374156,-0.0875135399502252,-0.3057200676330063,114245,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
autism,11.csv,,Eye Position Left Z [mm],0.03500021875136719,14.680730010066087,-1.7087354755816737,1.4079991559779215,114245,LOCF_or_Mean,MAD_or_IsolationForest,RobustScaler,LOCF_or_Mean + MAD_or_IsolationForest + RobustScaler
autism,11.csv,,Pupil Position Right X [px],0.03500021875136719,0.0,-0.6115336175701097,-0.30297457808941664,114245,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
autism,11.csv,,Pupil Position Right Y [px],0.03500021875136719,0.0,-0.6244894768772105,-0.5360227672596203,114245,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
autism,11.csv,,Pupil Position Left X [px],0.03500021875136719,14.64834347236203,-1.1265672067033745,0.4035972178696232,114245,LOCF_or_Mean,MAD_or_IsolationForest,RobustScaler,LOCF_or_Mean + MAD_or_IsolationForest + RobustScaler
autism,11.csv,,Pupil Position Left Y [px],0.03500021875136719,0.0,-0.6366219747486259,-0.4035574116112395,114245,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
autism,12.csv,,Pupil Size Right X [px],0.04493464052287582,7.3194654460746245,-1.1898260943480117,2.738175457915286,73407,LOCF_or_Mean,MAD_or_IsolationForest,RobustScaler,LOCF_or_Mean + MAD_or_IsolationForest + RobustScaler
autism,12.csv,,Pupil Size Right Y [px],0.04493464052287582,7.286771016388083,-1.293155243180584,2.380792381477465,73407,LOCF_or_Mean,MAD_or_IsolationForest,RobustScaler,LOCF_or_Mean + MAD_or_IsolationForest + RobustScaler
autism,12.csv,,Pupil Diameter Right [mm],0.04493464052287582,0.029969893879330307,0.09595083572293427,-0.7180848741207231,73407,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
autism,12.csv,,Pupil Size Left X [px],0.04493464052287582,7.64232293922923,-1.3546117308791426,2.9363724017952677,73407,LOCF_or_Mean,MAD_or_IsolationForest,RobustScaler,LOCF_or_Mean + MAD_or_IsolationForest + RobustScaler
autism,12.csv,,Pupil Size Left Y [px],0.04493464052287582,7.61507758115711,-1.4509312105975591,2.5816625284211936,73407,LOCF_or_Mean,MAD_or_IsolationForest,RobustScaler,LOCF_or_Mean + MAD_or_IsolationForest + RobustScaler
autism,12.csv,,Pupil Diameter Left [mm],0.04493464052287582,0.01226041113245331,0.04367084817590026,-0.6529029411800171,73407,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
autism,12.csv,,Point of Regard Right X [px],0.04493464052287582,0.4209407822142302,-0.4506411281523687,-0.025367934092193956,73407,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
autism,12.csv,,Point of Regard Right Y [px],0.04493464052287582,16.040704564959746,0.177499277809188,4.064667887753322,73407,LOCF_or_Mean,IsolationForest,RobustScaler,LOCF_or_Mean + IsolationForest + RobustScaler
autism,12.csv,,Point of Regard Left X [px],0.04493464052287582,0.4209407822142302,-0.4506411281523687,-0.025367934092193956,73407,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
autism,12.csv,,Point of Regard Left Y [px],0.04493464052287582,16.040704564959746,0.177499277809188,4.064667887753322,73407,LOCF_or_Mean,IsolationForest,RobustScaler,LOCF_or_Mean + IsolationForest + RobustScaler
autism,12.csv,,Gaze Vector Right X,0.04493464052287582,0.0,,0.0,73407,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
autism,12.csv,,Gaze Vector Right Y,0.04493464052287582,0.0,,0.0,73407,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
autism,12.csv,,Gaze Vector Right Z,0.04493464052287582,0.0,,0.0,73407,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
autism,12.csv,,Gaze Vector Left X,0.04493464052287582,0.0,,0.0,73407,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
autism,12.csv,,Gaze Vector Left Y,0.04493464052287582,0.0,,0.0,73407,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
autism,12.csv,,Gaze Vector Left Z,0.04493464052287582,0.0,,0.0,73407,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
autism,12.csv,,Eye Position Right X [mm],0.04493464052287582,0.6102960208154535,-0.23657365119581716,-0.21508345790527184,73407,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
autism,12.csv,,Eye Position Right Y [mm],0.04493464052287582,0.832345689103219,0.38525524208353534,-0.1860459937228267,73407,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
autism,12.csv,,Eye Position Right Z [mm],0.04493464052287582,5.902706826324465,-3.275314879400622,10.104822469970902,73407,LOCF_or_Mean,MAD_or_IsolationForest,RobustScaler,LOCF_or_Mean + MAD_or_IsolationForest + RobustScaler
autism,12.csv,,Eye Position Left X [mm],0.04493464052287582,0.9985423733431417,-0.008241226283781046,-0.05817653044997151,73407,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
autism,12.csv,,Eye Position Left Y [mm],0.04493464052287582,0.33920470799787483,0.350082302166073,-0.29069617495732514,73407,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
autism,12.csv,,Eye Position Left Z [mm],0.04493464052287582,5.682019425940306,-3.288392434829565,10.189749900291961,73407,LOCF_or_Mean,MAD_or_IsolationForest,RobustScaler,LOCF_or_Mean + MAD_or_IsolationForest + RobustScaler
autism,12.csv,,Pupil Position Right X [px],0.04493464052287582,7.2513520508943285,-1.855207669271665,3.841719095420963,73407,LOCF_or_Mean,MAD_or_IsolationForest,RobustScaler,LOCF_or_Mean + MAD_or_IsolationForest + RobustScaler
autism,12.csv,,Pupil Position Right Y [px],0.04493464052287582,7.747217567806885,-1.3394876879170705,1.4516145449161257,73407,LOCF_or_Mean,MAD_or_IsolationForest,RobustScaler,LOCF_or_Mean + MAD_or_IsolationForest + RobustScaler
autism,12.csv,,Pupil Position Left X [px],0.04493464052287582,7.299031427520536,-1.2003951870722869,1.7774336370557382,73407,LOCF_or_Mean,MAD_or_IsolationForest,RobustScaler,LOCF_or_Mean + MAD_or_IsolationForest + RobustScaler
autism,12.csv,,Pupil Position Left Y [px],0.04493464052287582,7.5905567588922045,-1.3644195563563113,1.5286087031233944,73407,LOCF_or_Mean,MAD_or_IsolationForest,RobustScaler,LOCF_or_Mean + MAD_or_IsolationForest + RobustScaler
autism,13.csv,,Pupil Size Right X [px],0.19137011892285963,7.158183063227573,-2.228459179274378,8.902163554896962,21905,LOCF_or_Mean,MAD_or_IsolationForest,RobustScaler,LOCF_or_Mean + MAD_or_IsolationForest + RobustScaler
autism,13.csv,,Pupil Size Right Y [px],0.19137011892285963,7.158183063227573,-2.427173214128745,7.5661587605736305,21905,LOCF_or_Mean,MAD_or_IsolationForest,RobustScaler,LOCF_or_Mean + MAD_or_IsolationForest + RobustScaler
autism,13.csv,,Pupil Diameter Right [mm],0.19137011892285963,0.9039032184432779,0.2431641952516017,0.7534018595707441,21905,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
autism,13.csv,,Point of Regard Right X [px],0.19137011892285963,0.0,-0.23953269499949528,-0.3135158005489975,21905,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
autism,13.csv,,Point of Regard Right Y [px],0.19137011892285963,3.1819219356311343,-0.04508347933564223,0.502227391415242,21905,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
autism,13.csv,,Gaze Vector Right X,0.19137011892285963,0.0,,0.0,21905,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
autism,13.csv,,Gaze Vector Right Y,0.19137011892285963,0.0,,0.0,21905,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
autism,13.csv,,Gaze Vector Right Z,0.19137011892285963,0.0,,0.0,21905,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
autism,13.csv,,Eye Position Right X [mm],0.19137011892285963,0.0,0.14372884723241386,-1.6850686875451348,21905,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
autism,13.csv,,Eye Position Right Y [mm],0.19137011892285963,0.0,-0.22171693651662974,-1.6607431629486173,21905,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
autism,13.csv,,Eye Position Right Z [mm],0.19137011892285963,7.327094270714449,-4.961307506051857,23.675131066880667,21905,LOCF_or_Mean,MAD_or_IsolationForest,RobustScaler,LOCF_or_Mean + MAD_or_IsolationForest + RobustScaler
autism,13.csv,,Pupil Position Right X [px],0.19137011892285963,5.8023282355626575,-2.2047332912085653,5.286326663706845,21905,LOCF_or_Mean,MAD_or_IsolationForest,RobustScaler,LOCF_or_Mean + MAD_or_IsolationForest + RobustScaler
autism,13.csv,,Pupil Position Right Y [px],0.19137011892285963,0.0,-1.0679077341407546,1.4582796612823477,21905,LOCF_or_Mean,MAD_or_IsolationForest,RobustScaler,LOCF_or_Mean + MAD_or_IsolationForest + RobustScaler
autism,14.csv,,Pupil Size Right X [px],0.24670472968210336,0.0035330695308083662,-0.44599088008717935,-1.1506855876691189,28304,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
autism,14.csv,,Pupil Size Right Y [px],0.24670472968210336,0.0035330695308083662,-0.44609702529825707,-1.151358647449724,28304,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
autism,14.csv,,Pupil Diameter Right [mm],10.678790441953902,2.2648358585858586,0.49881243675507975,1.08270816833988,25344,KNN_or_MICE,ZScore,StandardScaler,KNN_or_MICE + ZScore + StandardScaler
autism,14.csv,,Pupil Size Left X [px],0.24670472968210336,0.0423968343697004,-0.2951902007293132,-0.6542878344058929,28304,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
autism,14.csv,,Pupil Size Left Y [px],0.24670472968210336,0.035330695308083665,-0.3473846222002336,-0.9660802580840624,28304,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
autism,14.csv,,Pupil Diameter Left [mm],10.678790441953902,0.03156565656565657,0.2811293619736067,-0.37693144924616595,25344,KNN_or_MICE,ZScore,StandardScaler,KNN_or_MICE + ZScore + StandardScaler
autism,14.csv,,Point of Regard Right X [px],0.24670472968210336,0.0,0.24962166810859732,-1.229608852006704,28304,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
autism,14.csv,,Point of Regard Right Y [px],0.24670472968210336,0.0,0.36267101631917315,-0.9760959549815729,28304,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
autism,14.csv,,Point of Regard Left X [px],0.24670472968210336,0.0,0.24962166810859732,-1.229608852006704,28304,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
autism,14.csv,,Point of Regard Left Y [px],0.24670472968210336,0.0,0.36267101631917315,-0.9760959549815729,28304,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
autism,14.csv,,Gaze Vector Right X,0.24670472968210336,0.0,,0.0,28304,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
autism,14.csv,,Gaze Vector Right Y,0.24670472968210336,0.0,,0.0,28304,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
autism,14.csv,,Gaze Vector Right Z,0.24670472968210336,0.0,,0.0,28304,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
autism,14.csv,,Gaze Vector Left X,0.24670472968210336,0.0,,0.0,28304,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
autism,14.csv,,Gaze Vector Left Y,0.24670472968210336,0.0,,0.0,28304,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
autism,14.csv,,Gaze Vector Left Z,0.24670472968210336,0.0,,0.0,28304,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
autism,14.csv,,Eye Position Right X [mm],0.24670472968210336,0.04946297343131713,-0.6105288068027994,-0.32075712374640286,28304,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
autism,14.csv,,Eye Position Right Y [mm],0.24670472968210336,0.9609949123798756,-0.6111838601054201,0.5728247743817225,28304,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
autism,14.csv,,Eye Position Right Z [mm],0.24670472968210336,0.0,-0.9214274493389747,-0.9945307284535749,28304,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
autism,14.csv,,Eye Position Left X [mm],0.24670472968210336,2.038581119276427,-0.3045962334139871,1.348637814040857,28304,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
autism,14.csv,,Eye Position Left Y [mm],0.24670472968210336,0.0,-0.37171288811906644,-0.5242230981577687,28304,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
autism,14.csv,,Eye Position Left Z [mm],0.24670472968210336,0.0,-0.9341115430061416,-0.9899819709942386,28304,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
autism,14.csv,,Pupil Position Right X [px],0.24670472968210336,0.0,-0.6906680436098245,-1.2563092375424514,28304,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
autism,14.csv,,Pupil Position Right Y [px],0.24670472968210336,0.0,-0.6572317734277098,-1.2785027416078734,28304,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
autism,14.csv,,Pupil Position Left X [px],0.24670472968210336,0.0,-0.5679844862687977,-1.2374861715801642,28304,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
autism,14.csv,,Pupil Position Left Y [px],0.24670472968210336,0.0,-0.6642403059923098,-1.259832174736664,28304,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
autism,15.csv,,Pupil Size Right X [px],0.18855853732448905,3.5117903046250376,-0.7202331214217788,2.4694380987782103,29643,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
autism,15.csv,,Pupil Size Right Y [px],0.18855853732448905,3.5084168269068585,-0.7936536678885582,1.9367686425148682,29643,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
autism,15.csv,,Pupil Diameter Right [mm],0.18855853732448905,0.02698782174543737,0.3319525139355209,-0.5104771122220462,29643,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
autism,15.csv,,Pupil Size Left X [px],0.18855853732448905,3.501669871470499,-0.8123066447422242,3.6472665369753012,29643,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
autism,15.csv,,Pupil Size Left Y [px],0.18855853732448905,3.498296393752319,-0.926556715729214,2.6925196519710206,29643,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
autism,15.csv,,Pupil Diameter Left [mm],0.18855853732448905,0.728671187126809,0.6424201177089691,-0.05076903817636236,29643,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
autism,15.csv,,Point of Regard Right X [px],0.18855853732448905,5.023108322369531,-0.5520264171463228,0.34339586824488544,29643,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
autism,15.csv,,Point of Regard Right Y [px],0.18855853732448905,4.962385723442297,-0.23240973462442752,0.5837567392147078,29643,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
